asin,title,brand,category,price,cost,units_sold,rating,reviews_count
B100385,Smartwatch,Bose,Toys,131.64,174.58,102,1.7,676
B100386,Smartphone,Nike,Home Appliances,455.78,343.2,404,2.2,201
B100387,Smartwatch,Canon,Electronics,16.65,16.19,437,4.7,314
B100388,Smartphone,DeLonghi,Toys,278.89,198.41,287,1.5,9
B100389,Headphones,HP,Beauty,87.75,381.21,222,4.8,256
B100390,Fitness Tracker,LogiTech,Sports,148.55,104.86,21,5.0,748
B100391,Smartphone,Bose,Home Appliances,160.42,110.13,387,4.1,563
B100392,Wireless Mouse,LogiTech,Health,117.45,253.9,21,4.0,726
B100393,Smartwatch,Sony,Beauty,398.25,370.85,92,4.8,145
B100394,Smartwatch,HP,Beauty,172.78,83.5,284,2.2,854
B100395,Wireless Mouse,Bose,Clothing,179.29,369.05,133,1.5,772
B100396,Bluetooth Speaker,Apple,Home Appliances,231.97,266.89,327,4.3,895
B100397,Laptop,DeLonghi,Beauty,452.12,397.25,453,1.7,357
B100398,Fitness Tracker,Apple,Clothing,347.2,295.9,329,1.2,885
B100399,Camera,Samsung,Electronics,40.26,268.78,175,1.8,734
B100400,Smartphone,Sony,Electronics,29.24,326.89,213,2.8,372
B100401,Wireless Mouse,DeLonghi,Beauty,287.53,74.18,148,3.0,489
B100402,Headphones,Canon,Sports,444.66,378.66,422,1.3,102
B100403,Smartphone,Canon,Clothing,168.39,70.41,232,2.8,723
B100404,Laptop,Adidas,Home Appliances,131.41,15.14,372,3.4,860
B100405,Headphones,Canon,Electronics,376.61,280.65,165,4.7,47
B100406,Coffee Maker,Nike,Home Appliances,305.02,77.92,314,1.9,800
B100407,Smartwatch,Sony,Sports,286.86,304.71,145,1.8,184
B100408,Coffee Maker,Nike,Clothing,83.16,319.04,298,2.6,102
B100409,Smartphone,HP,Home Appliances,96.22,98.5,476,4.9,223
B100410,Laptop,Adidas,Toys,148.08,39.25,223,2.3,792
B100411,Fitness Tracker,Adidas,Home Appliances,111.35,202.82,353,1.2,811
B100412,Smartphone,Canon,Books,486.01,356.64,416,2.1,602
B100413,Wireless Mouse,DeLonghi,Books,19.12,339.68,62,3.2,376
B100414,Running Shoes,HP,Health,316.77,51.25,96,2.7,982
B100415,Smartphone,Samsung,Sports,263.62,386.09,112,4.1,110
B100416,Smartwatch,Sony,Sports,168.39,109.26,376,3.4,321
B100417,Smartwatch,Sony,Sports,444.92,143.01,87,3.2,639
B100418,Smartphone,Bose,Toys,338.38,63.87,405,2.3,762
B100419,Headphones,Apple,Clothing,499.19,154.23,473,3.2,707
B100420,Running Shoes,Canon,Toys,92.64,256.08,417,3.5,152
B100421,Wireless Mouse,Bose,Health,53.06,204.9,255,1.7,940
B100422,Smartphone,Samsung,Home Appliances,78.3,331.88,451,3.9,790
B100423,Headphones,Adidas,Beauty,141.95,258.31,390,2.6,355
B100424,Smartwatch,LogiTech,Electronics,214.23,109.1,113,4.0,936
B100425,Smartwatch,Samsung,Clothing,432.68,225.19,254,1.7,342
B100426,Laptop,Samsung,Books,148.96,30.36,348,3.6,631
B100427,Smartphone,DeLonghi,Books,458.47,234.41,322,1.1,416
B100428,Running Shoes,DeLonghi,Health,236.82,158.92,32,1.6,888
B100429,Bluetooth Speaker,DeLonghi,Beauty,327.06,43.87,64,4.6,283
B100430,Running Shoes,DeLonghi,Books,139.56,126.45,154,2.8,775
B100431,Smartwatch,Apple,Health,86.45,359.74,446,3.0,736
B100432,Smartwatch,Canon,Home Appliances,436.03,236.48,5,4.6,765
B100433,Coffee Maker,Sony,Home Appliances,63.66,361.79,395,2.9,156
B100434,Smartwatch,Canon,Sports,389.27,167.27,384,3.6,879
B100435,Wireless Mouse,Canon,Electronics,294.68,391.67,330,1.9,695
B100436,Camera,Sony,Sports,431.96,147.21,463,1.3,398
B100437,Smartphone,DeLonghi,Home Appliances,361.73,303.94,210,2.4,526
B100438,Running Shoes,Canon,Toys,148.02,125.63,433,4.2,804
B100439,Camera,Apple,Sports,291.47,46.87,462,2.8,914
B100440,Headphones,DeLonghi,Clothing,16.41,334.06,92,1.7,362
B100441,Bluetooth Speaker,Apple,Home Appliances,242.86,306.22,222,3.2,442
B100442,Wireless Mouse,Bose,Home Appliances,52.15,329.15,190,2.1,434
B100443,Running Shoes,Canon,Beauty,220.18,123.38,60,4.8,631
B100444,Camera,Nike,Beauty,63.71,282.95,205,3.3,340
B100445,Bluetooth Speaker,Apple,Toys,478.19,91.87,212,4.9,247
B100446,Coffee Maker,Bose,Toys,266.3,9.47,258,1.2,930
B100447,Wireless Mouse,HP,Toys,457.48,347.26,89,1.0,473
B100448,Wireless Mouse,HP,Beauty,20.96,211.79,236,2.9,117
B100449,Coffee Maker,Bose,Electronics,322.45,393.54,443,4.4,91
B100450,Smartphone,Adidas,Clothing,160.41,157.09,363,3.1,981
B100451,Coffee Maker,Adidas,Home Appliances,221.6,382.96,371,4.5,547
B100452,Wireless Mouse,DeLonghi,Toys,437.81,247.95,332,1.5,436
B100453,Wireless Mouse,Adidas,Electronics,490.21,207.32,409,3.8,847
B100454,Camera,HP,Books,130.78,124.61,196,3.6,523
B100455,Smartwatch,Adidas,Clothing,474.64,330.98,426,3.2,539
B100456,Bluetooth Speaker,Nike,Health,347.48,332.37,332,2.6,966
B100457,Coffee Maker,HP,Health,476.19,169.69,455,3.6,800
B100458,Bluetooth Speaker,Apple,Beauty,285.56,292.28,183,3.2,983
B100459,Coffee Maker,Samsung,Books,480.77,181.66,422,2.1,74
B100460,Headphones,Adidas,Books,447.3,297.17,488,1.4,78
B100461,Wireless Mouse,Adidas,Home Appliances,73.01,397.71,251,2.5,722
B100462,Smartwatch,Canon,Electronics,162.29,108.69,224,3.0,694
B100463,Camera,Sony,Electronics,129.1,255.45,171,3.0,78
B100464,Smartwatch,Nike,Books,290.33,155.05,198,2.7,712
B100465,Smartwatch,HP,Clothing,403.37,221.61,249,2.3,204
B100466,Smartwatch,HP,Sports,382.11,350.29,181,2.4,817
B100467,Bluetooth Speaker,LogiTech,Books,366.11,142.29,475,2.1,540
B100468,Coffee Maker,Sony,Home Appliances,193.88,33.59,483,3.3,825
B100469,Fitness Tracker,Adidas,Books,78.42,320.58,384,4.4,281
B100470,Headphones,Bose,Clothing,113.19,224.23,277,4.5,22
B100471,Running Shoes,Canon,Clothing,373.42,182.51,404,5.0,528
B100472,Smartwatch,Apple,Books,82.29,77.42,275,1.4,132
B100473,Smartphone,Canon,Electronics,119.24,41.68,161,1.9,58
B100474,Bluetooth Speaker,Adidas,Books,218.03,115.1,248,3.9,655
B100475,Camera,LogiTech,Toys,45.34,288.97,319,3.6,614
B100476,Running Shoes,Samsung,Toys,114.22,167.65,452,1.5,605
B100477,Fitness Tracker,HP,Sports,83.39,230.24,188,3.5,916
B100478,Smartphone,Apple,Home Appliances,476.15,37.41,19,2.6,772
B100479,Fitness Tracker,Sony,Beauty,103.85,53.68,244,4.8,501
B100480,Running Shoes,Adidas,Home Appliances,432.27,9.47,113,4.4,441
B100481,Smartwatch,Nike,Health,66.25,270.95,412,1.3,281
B100482,Smartphone,Bose,Electronics,436.14,109.46,278,1.4,170
B100483,Fitness Tracker,Canon,Beauty,303.72,386.94,51,2.7,879
B100484,Camera,LogiTech,Home Appliances,426.36,126.84,344,1.0,125
B100485,Coffee Maker,Samsung,Sports,435.0,148.63,123,1.4,989
B100486,Wireless Mouse,DeLonghi,Toys,302.22,190.45,238,4.7,954
B100487,Coffee Maker,Bose,Electronics,459.67,131.06,319,4.2,85
B100488,Running Shoes,Adidas,Clothing,296.87,327.89,62,3.7,697
B100489,Bluetooth Speaker,Samsung,Toys,359.16,351.1,478,4.3,620
B100490,Wireless Mouse,Bose,Sports,213.88,9.36,413,2.0,513
B100491,Headphones,Bose,Electronics,457.89,263.59,74,3.9,555
B100492,Camera,HP,Beauty,413.84,276.0,245,3.5,715
B100493,Headphones,Bose,Books,91.69,384.76,32,4.4,105
B100494,Smartphone,Nike,Home Appliances,292.43,151.31,457,2.1,218
B100495,Wireless Mouse,Samsung,Sports,449.45,82.14,153,4.1,921
B100496,Headphones,Adidas,Electronics,398.6,210.63,144,4.4,620
B100497,Headphones,Adidas,Toys,481.65,181.78,15,3.2,555
B100498,Fitness Tracker,Nike,Electronics,123.34,317.73,443,2.7,728
B100499,Coffee Maker,Sony,Books,190.06,362.07,304,4.8,914
B100500,Fitness Tracker,Samsung,Sports,258.52,39.25,274,1.7,304
B100501,Wireless Mouse,Bose,Electronics,124.01,339.4,245,1.1,90
B100502,Wireless Mouse,LogiTech,Clothing,203.08,364.04,279,1.7,495
B100503,Running Shoes,Apple,Sports,273.39,370.03,55,3.7,80
B100504,Fitness Tracker,Samsung,Sports,103.76,306.9,42,4.2,696
B100505,Laptop,DeLonghi,Toys,135.78,298.12,387,3.9,133
B100506,Coffee Maker,LogiTech,Beauty,71.17,10.88,455,2.7,406
B100507,Wireless Mouse,Nike,Health,359.56,368.48,359,4.9,337
B100508,Running Shoes,Bose,Home Appliances,187.16,143.84,52,2.8,810
B100509,Fitness Tracker,Sony,Health,117.93,21.24,11,4.9,555
B100510,Coffee Maker,DeLonghi,Beauty,258.59,168.13,311,4.7,496
B100511,Fitness Tracker,Sony,Clothing,43.44,294.48,88,2.6,65
B100512,Headphones,Sony,Books,462.47,179.57,227,1.6,300
B100513,Running Shoes,Canon,Electronics,154.29,304.41,114,1.4,530
B100514,Coffee Maker,HP,Health,444.37,206.22,25,3.1,242
B100515,Smartwatch,DeLonghi,Home Appliances,253.83,123.27,92,4.1,247
B100516,Smartphone,Apple,Beauty,426.57,85.15,460,1.7,515
B100517,Smartphone,HP,Toys,131.06,171.34,87,2.3,96
B100518,Coffee Maker,DeLonghi,Home Appliances,95.88,19.14,81,3.5,353
B100519,Fitness Tracker,Sony,Sports,426.21,171.9,250,2.8,95
B100520,Running Shoes,HP,Sports,114.33,32.1,250,3.4,952
B100521,Smartphone,DeLonghi,Books,375.64,351.42,425,3.7,721
B100522,Running Shoes,Apple,Clothing,178.85,232.32,421,2.5,235
B100523,Smartphone,LogiTech,Electronics,376.61,260.19,210,4.1,136
B100524,Headphones,Samsung,Electronics,454.75,119.1,439,3.8,356
B100525,Fitness Tracker,Bose,Toys,491.0,94.2,9,3.8,47
B100526,Headphones,DeLonghi,Books,186.31,284.62,493,1.6,163
B100527,Smartphone,Apple,Electronics,190.09,270.27,99,2.9,499
B100528,Smartwatch,Samsung,Clothing,490.88,53.46,36,3.3,194
B100529,Smartwatch,HP,Beauty,432.15,99.26,57,1.9,273
B100530,Headphones,DeLonghi,Sports,32.1,378.9,63,4.0,807
B100531,Smartwatch,DeLonghi,Beauty,290.99,125.15,338,1.5,501
B100532,Smartphone,Nike,Beauty,98.81,15.2,276,1.6,472
B100533,Coffee Maker,DeLonghi,Books,497.07,30.19,213,2.7,961
B100534,Headphones,Bose,Home Appliances,78.07,311.32,303,1.5,320
B100535,Bluetooth Speaker,Nike,Health,284.08,304.08,20,1.0,983
B100536,Fitness Tracker,Samsung,Health,335.95,155.82,247,2.6,919
B100537,Smartwatch,HP,Books,469.16,65.51,6,3.6,180
B100538,Smartwatch,HP,Beauty,425.16,201.75,73,3.0,625
B100539,Wireless Mouse,Adidas,Books,130.42,136.1,107,1.2,425
B100540,Laptop,Adidas,Clothing,290.59,152.72,93,1.9,820
B100541,Headphones,Samsung,Clothing,477.25,108.09,285,3.1,999
B100542,Camera,Canon,Electronics,370.5,29.83,461,4.0,573
B100543,Smartwatch,Apple,Health,347.28,317.51,356,4.2,957
B100544,Fitness Tracker,Canon,Toys,379.9,249.2,219,3.1,963
B100545,Bluetooth Speaker,Apple,Toys,168.03,334.68,367,3.6,125
B100546,Smartwatch,Nike,Beauty,367.33,203.76,377,4.6,881
B100547,Bluetooth Speaker,Samsung,Clothing,124.1,394.07,49,1.3,674
B100548,Smartphone,Apple,Electronics,219.77,385.2,364,1.4,994
B100549,Smartphone,Adidas,Electronics,446.07,112.35,390,2.8,184
B100550,Laptop,Adidas,Electronics,19.3,157.86,295,3.4,828
B100551,Coffee Maker,Sony,Beauty,213.02,302.32,288,1.0,139
B100552,Camera,Apple,Beauty,140.74,311.76,177,2.8,754
B100553,Wireless Mouse,Samsung,Clothing,107.31,364.73,299,1.7,48
B100554,Laptop,LogiTech,Toys,420.9,262.79,108,3.6,470
B100555,Running Shoes,Nike,Electronics,351.28,192.67,284,2.1,496
B100556,Wireless Mouse,DeLonghi,Clothing,65.19,154.17,301,4.6,149
B100557,Headphones,DeLonghi,Home Appliances,252.29,170.58,65,1.3,601
B100558,Fitness Tracker,Apple,Home Appliances,238.78,340.91,306,4.2,323
B100559,Running Shoes,Canon,Sports,79.84,392.1,54,2.6,326
B100560,Running Shoes,Nike,Home Appliances,401.88,25.5,307,4.4,918
B100561,Laptop,HP,Books,189.67,234.2,299,4.3,350
B100562,Coffee Maker,Bose,Sports,383.35,210.42,320,2.0,902
B100563,Laptop,DeLonghi,Home Appliances,104.11,153.58,479,1.2,893
B100564,Headphones,Adidas,Books,164.39,341.37,30,3.8,277
B100565,Smartwatch,Nike,Home Appliances,56.63,232.42,246,1.8,870
B100566,Smartwatch,Canon,Clothing,80.3,128.68,210,4.7,807
B100567,Coffee Maker,Samsung,Health,442.76,180.42,221,1.3,146
B100568,Headphones,Canon,Books,63.47,145.94,170,2.3,564
B100569,Coffee Maker,Nike,Electronics,56.91,174.88,422,1.1,285
B100570,Bluetooth Speaker,HP,Clothing,470.78,33.15,343,2.3,153
B100571,Smartwatch,DeLonghi,Health,326.49,49.21,214,3.2,890
B100572,Running Shoes,Adidas,Books,59.45,251.36,322,3.6,424
B100573,Camera,LogiTech,Clothing,486.14,275.21,69,3.9,887
B100574,Fitness Tracker,Samsung,Electronics,82.08,256.47,234,4.3,149
B100575,Headphones,Adidas,Books,385.51,306.41,15,1.4,572
B100576,Wireless Mouse,HP,Books,27.08,377.7,445,4.0,72
B100577,Coffee Maker,Bose,Health,316.03,344.94,480,2.1,301
B100578,Fitness Tracker,HP,Clothing,277.88,170.31,366,1.6,57
B100579,Wireless Mouse,HP,Home Appliances,111.92,90.93,134,2.1,540
B100580,Fitness Tracker,DeLonghi,Books,325.14,128.18,206,4.4,735
B100581,Camera,Nike,Home Appliances,312.36,237.16,24,3.5,564
B100582,Wireless Mouse,Nike,Books,401.19,343.2,377,3.4,913
B100583,Laptop,Adidas,Toys,439.18,282.18,85,3.3,670
B100584,Smartphone,Bose,Sports,259.95,219.49,142,2.6,287
B100585,Laptop,Bose,Home Appliances,250.24,242.74,140,2.7,8
B100586,Smartwatch,Canon,Home Appliances,314.58,213.66,439,1.6,477
B100587,Smartphone,LogiTech,Health,367.31,388.79,324,2.3,548
B100588,Laptop,HP,Electronics,184.52,327.36,122,3.0,479
B100589,Smartphone,LogiTech,Toys,257.27,313.6,300,3.4,775
B100590,Smartphone,Sony,Electronics,296.7,209.34,341,1.3,407
B100591,Running Shoes,Apple,Toys,494.31,136.06,465,2.3,67
B100592,Coffee Maker,HP,Toys,297.98,12.71,477,2.4,307
B100593,Coffee Maker,LogiTech,Beauty,119.85,22.15,179,3.1,301
B100594,Running Shoes,DeLonghi,Clothing,298.12,16.94,208,3.8,272
B100595,Fitness Tracker,Apple,Clothing,411.55,392.29,466,3.5,532
B100596,Bluetooth Speaker,Bose,Clothing,430.13,50.22,166,3.3,559
B100597,Fitness Tracker,HP,Books,402.12,61.14,41,2.2,776
B100598,Wireless Mouse,HP,Health,445.22,196.24,122,4.4,763
B100599,Wireless Mouse,Bose,Electronics,174.04,195.15,499,4.1,452
B100600,Smartphone,Canon,Sports,258.71,368.39,44,1.7,516
B100601,Laptop,DeLonghi,Toys,392.0,34.05,75,3.6,477
B100602,Laptop,HP,Toys,139.58,383.11,480,4.6,517
B100603,Coffee Maker,LogiTech,Health,192.07,90.47,348,2.7,741
B100604,Headphones,HP,Home Appliances,417.27,388.21,272,4.7,967
B100605,Fitness Tracker,Apple,Books,387.34,218.82,482,1.1,943
B100606,Smartwatch,HP,Sports,485.89,262.55,434,3.1,45
B100607,Camera,LogiTech,Clothing,498.03,129.71,478,2.0,608
B100608,Laptop,Samsung,Toys,127.96,246.67,166,2.0,623
B100609,Camera,Apple,Home Appliances,451.22,285.78,250,4.5,718
B100610,Smartphone,Adidas,Electronics,56.31,9.1,86,2.2,868
B100611,Camera,Adidas,Toys,357.8,18.52,389,1.1,456
B100612,Smartwatch,Apple,Home Appliances,117.85,394.66,137,3.2,446
B100613,Running Shoes,DeLonghi,Electronics,157.15,185.74,333,4.9,642
B100614,Smartwatch,Samsung,Books,473.7,374.65,39,1.3,670
B100615,Camera,Apple,Clothing,138.94,293.31,87,2.1,378
B100616,Smartwatch,LogiTech,Health,339.86,152.32,155,2.9,614
B100617,Bluetooth Speaker,Sony,Electronics,97.28,64.58,160,4.3,646
B100618,Smartphone,Nike,Toys,55.76,391.37,64,2.1,15
B100619,Fitness Tracker,HP,Beauty,176.27,235.88,223,2.4,507
B100620,Running Shoes,Canon,Beauty,315.86,80.98,417,2.5,603
B100621,Laptop,Samsung,Sports,131.49,274.25,362,2.5,377
B100622,Wireless Mouse,LogiTech,Electronics,157.08,41.36,346,1.8,738
B100623,Fitness Tracker,Canon,Sports,357.28,347.87,146,4.7,654
B100624,Wireless Mouse,Adidas,Sports,60.37,40.6,204,4.2,774
B100625,Smartphone,Apple,Electronics,228.98,98.3,67,4.9,354
B100626,Running Shoes,Samsung,Health,471.45,41.12,5,2.5,623
B100627,Coffee Maker,Bose,Health,204.52,46.0,462,1.2,478
B100628,Laptop,HP,Beauty,222.76,211.91,59,1.5,933
B100629,Bluetooth Speaker,Nike,Books,371.72,276.36,495,2.4,391
B100630,Coffee Maker,Adidas,Health,391.72,316.45,76,4.6,751
B100631,Smartphone,Apple,Electronics,387.11,279.55,260,4.9,183
B100632,Fitness Tracker,HP,Beauty,498.95,148.58,248,4.3,997
B100633,Bluetooth Speaker,Adidas,Health,45.01,225.13,16,2.0,463
B100634,Smartwatch,Bose,Home Appliances,491.3,371.43,75,3.6,609
B100635,Camera,Canon,Clothing,475.59,158.09,356,3.4,384
B100636,Bluetooth Speaker,Nike,Sports,427.55,104.7,486,4.3,658
B100637,Smartphone,Nike,Clothing,232.52,210.13,377,3.0,717
B100638,Headphones,HP,Beauty,436.74,122.45,176,2.3,530
B100639,Camera,LogiTech,Toys,118.21,108.42,322,1.1,86
B100640,Wireless Mouse,HP,Sports,397.91,312.63,461,4.2,771
B100641,Laptop,Adidas,Beauty,100.77,356.88,136,3.1,191
B100642,Wireless Mouse,LogiTech,Toys,409.53,203.42,428,3.1,993
B100643,Bluetooth Speaker,Nike,Home Appliances,311.12,313.01,277,4.8,641
B100644,Wireless Mouse,Sony,Home Appliances,58.04,78.9,282,2.9,203
B100645,Smartphone,Nike,Clothing,448.71,221.32,486,2.3,22
B100646,Smartwatch,HP,Home Appliances,293.2,256.3,419,2.4,695
B100647,Fitness Tracker,Adidas,Beauty,331.56,198.81,399,1.0,618
B100648,Laptop,LogiTech,Beauty,148.92,51.17,168,1.5,500
B100649,Wireless Mouse,Apple,Electronics,437.1,294.97,30,1.2,593
B100650,Wireless Mouse,LogiTech,Sports,277.15,336.44,322,2.0,479
B100651,Bluetooth Speaker,Bose,Toys,216.35,255.91,336,1.3,946
B100652,Fitness Tracker,DeLonghi,Health,271.8,71.82,269,2.3,848
B100653,Coffee Maker,DeLonghi,Clothing,354.62,34.45,1,1.5,158
B100654,Wireless Mouse,Samsung,Clothing,350.57,124.13,171,4.7,313
B100655,Smartphone,Canon,Home Appliances,185.21,19.61,412,4.8,931
B100656,Headphones,Samsung,Home Appliances,198.78,336.49,129,3.4,985
B100657,Laptop,Samsung,Beauty,285.5,282.71,168,4.2,267
B100658,Wireless Mouse,LogiTech,Toys,462.96,227.66,418,3.7,632
B100659,Smartphone,Adidas,Sports,375.26,356.4,397,4.2,674
B100660,Smartphone,Samsung,Sports,201.3,48.49,61,3.6,975
B100661,Laptop,HP,Beauty,175.15,287.21,117,2.7,3
B100662,Coffee Maker,LogiTech,Clothing,266.58,62.92,322,4.5,795
B100663,Smartphone,Adidas,Toys,436.3,29.07,123,2.8,229
B100664,Headphones,DeLonghi,Clothing,14.25,57.5,260,2.6,800
B100665,Smartphone,Sony,Beauty,358.14,380.62,473,3.5,484
B100666,Smartphone,HP,Health,154.31,178.97,226,4.8,329
B100667,Smartphone,Apple,Books,112.11,24.35,397,2.8,926
B100668,Smartwatch,Canon,Sports,15.95,235.54,292,3.3,205
B100669,Smartwatch,Apple,Toys,449.33,83.89,352,3.0,4
B100670,Coffee Maker,Adidas,Health,457.0,7.7,445,4.6,777
B100671,Wireless Mouse,Bose,Toys,40.09,304.56,186,3.7,152
B100672,Smartphone,Adidas,Clothing,265.69,66.17,85,2.7,424
B100673,Fitness Tracker,Sony,Home Appliances,84.76,377.28,218,3.4,16
B100674,Wireless Mouse,DeLonghi,Beauty,381.76,239.16,143,1.6,754
B100675,Coffee Maker,Nike,Toys,336.04,39.36,477,2.4,700
B100676,Running Shoes,Adidas,Clothing,155.59,91.04,90,3.9,211
B100677,Wireless Mouse,DeLonghi,Electronics,67.31,246.28,341,3.2,827
B100678,Wireless Mouse,Apple,Home Appliances,417.3,138.55,268,2.3,288
B100679,Camera,Adidas,Home Appliances,340.38,215.2,76,2.4,648
B100680,Bluetooth Speaker,Adidas,Sports,13.34,320.81,69,4.2,177
B100681,Camera,Samsung,Books,317.66,318.08,445,3.2,670
B100682,Headphones,Apple,Sports,407.05,280.7,298,2.0,900
B100683,Smartwatch,Canon,Electronics,299.48,354.99,474,2.2,173
B100684,Smartwatch,Canon,Clothing,218.11,83.75,160,2.9,988
B100685,Bluetooth Speaker,HP,Beauty,296.12,75.01,386,4.1,754
B100686,Laptop,Bose,Home Appliances,313.66,320.74,8,5.0,622
B100687,Laptop,Nike,Home Appliances,323.62,131.75,219,1.7,643
B100688,Coffee Maker,Adidas,Health,483.85,207.31,485,4.0,30
B100689,Bluetooth Speaker,Adidas,Toys,97.54,298.86,310,3.5,3
B100690,Wireless Mouse,HP,Beauty,315.32,161.39,392,3.1,890
B100691,Laptop,Bose,Books,102.12,56.41,88,4.9,17
B100692,Smartphone,Apple,Books,112.88,273.39,141,2.3,337
B100693,Fitness Tracker,Adidas,Toys,337.94,327.78,29,1.7,231
B100694,Wireless Mouse,DeLonghi,Beauty,458.82,10.05,13,4.5,801
B100695,Headphones,LogiTech,Electronics,87.93,227.21,314,1.3,47
B100696,Smartphone,Bose,Books,481.61,190.42,63,4.3,62
B100697,Smartphone,Adidas,Home Appliances,166.49,107.54,343,3.4,269
B100698,Bluetooth Speaker,Bose,Electronics,201.74,68.61,175,1.7,89
B100699,Coffee Maker,Canon,Sports,85.3,79.27,463,1.9,598
B100700,Headphones,Nike,Beauty,311.76,291.36,216,1.6,288
B100701,Laptop,Adidas,Sports,302.25,216.8,235,3.9,80
B100702,Bluetooth Speaker,Nike,Electronics,226.71,392.56,87,1.6,169
B100703,Laptop,Sony,Home Appliances,243.28,101.08,74,3.7,895
B100704,Bluetooth Speaker,LogiTech,Health,315.26,382.98,294,1.5,671
B100705,Bluetooth Speaker,HP,Sports,295.91,208.47,69,4.2,623
B100706,Bluetooth Speaker,Nike,Clothing,193.39,62.68,69,4.7,98
B100707,Coffee Maker,Adidas,Home Appliances,443.22,63.53,223,3.2,882
B100708,Bluetooth Speaker,Samsung,Toys,337.15,245.38,424,4.9,682
B100709,Running Shoes,HP,Books,110.65,333.41,385,2.6,696
B100710,Fitness Tracker,HP,Health,166.75,300.35,386,2.0,477
B100711,Laptop,Apple,Health,396.06,263.97,369,1.7,142
B100712,Wireless Mouse,Nike,Electronics,61.22,72.98,285,2.9,305
B100713,Camera,Samsung,Books,377.61,47.79,122,1.5,371
B100714,Headphones,Nike,Toys,185.83,5.1,263,4.5,754
B100715,Smartwatch,Apple,Sports,280.33,45.21,221,4.1,582
B100716,Coffee Maker,LogiTech,Health,147.47,307.71,441,3.2,574
B100717,Wireless Mouse,Adidas,Clothing,493.36,358.62,311,3.9,581
B100718,Smartphone,Canon,Home Appliances,453.86,99.94,457,1.2,392
B100719,Running Shoes,Canon,Beauty,464.94,318.98,164,1.8,652
B100720,Smartwatch,Nike,Health,100.54,83.55,263,3.5,103
B100721,Camera,Apple,Health,422.43,103.46,92,2.9,145
B100722,Wireless Mouse,Bose,Home Appliances,272.34,93.54,266,3.4,674
B100723,Smartwatch,Adidas,Toys,356.85,25.43,336,1.4,0
B100724,Wireless Mouse,Nike,Electronics,116.58,81.65,74,3.6,727
B100725,Running Shoes,Bose,Health,358.87,152.55,423,4.2,124
B100726,Camera,Adidas,Health,457.99,165.16,314,3.2,369
B100727,Smartphone,Bose,Books,141.07,127.24,90,2.4,35
B100728,Bluetooth Speaker,HP,Beauty,124.35,208.32,354,1.7,241
B100729,Laptop,Nike,Clothing,61.16,154.31,482,2.1,719
B100730,Smartphone,Apple,Sports,140.74,388.29,296,3.1,977
B100731,Bluetooth Speaker,Adidas,Electronics,272.54,323.9,398,2.0,766
B100732,Coffee Maker,Canon,Beauty,418.03,372.74,466,4.1,962
B100733,Fitness Tracker,Nike,Clothing,146.61,225.18,129,1.5,813
B100734,Headphones,Adidas,Clothing,314.36,272.94,401,3.1,489
B100735,Headphones,Adidas,Toys,245.0,70.84,49,3.0,764
B100736,Laptop,Bose,Beauty,151.4,302.35,86,1.6,164
B100737,Camera,Bose,Toys,260.08,98.21,485,5.0,967
B100738,Running Shoes,Samsung,Home Appliances,92.3,62.6,144,4.3,121
B100739,Camera,Nike,Sports,323.39,21.53,135,2.5,593
B100740,Running Shoes,Sony,Electronics,66.67,191.53,399,3.7,924
B100741,Camera,DeLonghi,Home Appliances,368.18,118.28,115,3.9,996
B100742,Fitness Tracker,Sony,Health,97.08,394.76,277,3.6,986
B100743,Coffee Maker,Adidas,Sports,499.1,103.68,66,2.7,811
